usuario_id,data,plataforma,pais,tempo_assistido_mensal,qtd_titulos_assistidos,genero_favorito,avaliacao_usuario
206,2019-09-30,Prime Video,Alemanha,36.6,23,Comédia,3.8
206,2019-10-17,Prime Video,Alemanha,33.1,20,Comédia,3.3
206,2019-11-28,Prime Video,Alemanha,49.8,31,Comédia,3.8
206,2019-12-23,Prime Video,Alemanha,42.7,23,Comédia,4.2
207,2019-01-16,Disney+,Brasil,44.9,34,Comédia,4.0
207,2019-02-12,Disney+,Brasil,49.7,37,Comédia,4.2
207,2019-03-23,Disney+,Brasil,55.9,35,Comédia,4.2
207,2019-04-19,Disney+,Brasil,42.1,31,Comédia,3.8
207,2019-05-06,Disney+,Brasil,35.0,21,Comédia,3.6
207,2019-06-15,Disney+,Brasil,35.7,20,Comédia,3.5
207,2019-07-22,Disney+,Brasil,16.2,10,Comédia,3.5
207,2019-08-31,Disney+,Brasil,32.6,22,Comédia,3.2
207,2019-09-04,Disney+,Brasil,35.7,23,Comédia,4.5
207,2019-10-06,Disney+,Brasil,44.3,27,Comédia,3.7
207,2019-11-27,Disney+,Brasil,49.3,34,Comédia,4.4
207,2019-12-12,Disney+,Brasil,46.8,26,Comédia,4.1
208,2019-01-13,Netflix,Brasil,65.4,44,Ação,4.5
208,2019-02-14,Netflix,Brasil,57.7,43,Ação,4.0
208,2019-03-07,Netflix,Brasil,48.0,36,Ação,4.3
208,2019-04-17,Netflix,Brasil,53.7,38,Ação,3.0
208,2019-05-08,Netflix,Brasil,51.5,32,Ação,4.1
208,2019-06-14,Netflix,Brasil,54.8,36,Ação,3.9
208,2019-07-04,Netflix,Brasil,40.1,23,Ação,3.4
208,2019-08-25,Netflix,Brasil,68.4,47,Ação,4.5
208,2019-09-11,Netflix,Brasil,53.4,39,Ação,4.2
208,2019-10-04,Netflix,Brasil,67.9,47,Ação,4.1
208,2019-11-15,Netflix,Brasil,59.9,34,Ação,4.4
208,2019-12-04,Netflix,Brasil,58.0,38,Ação,4.2
209,2019-01-17,Prime Video,Alemanha,35.3,21,Ação,4.3
209,2019-02-05,Prime Video,Alemanha,45.4,33,Ação,3.6
209,2019-03-16,Prime Video,Alemanha,34.8,20,Ação,3.5
209,2019-04-25,Prime Video,Alemanha,50.3,29,Ação,3.8
209,2019-05-12,Prime Video,Alemanha,29.1,20,Ação,3.8
209,2019-06-23,Prime Video,Alemanha,42.5,27,Ação,3.9
209,2019-07-10,Prime Video,Alemanha,50.1,28,Ação,4.0
209,2019-08-18,Prime Video,Alemanha,48.0,33,Ação,4.1
209,2019-09-24,Prime Video,Alemanha,22.8,15,Ação,3.7
209,2019-10-02,Prime Video,Alemanha,33.9,21,Ação,3.6
209,2019-11-03,Prime Video,Alemanha,30.8,22,Ação,4.8
209,2019-12-11,Prime Video,Alemanha,39.7,29,Ação,4.1
210,2019-01-16,Netflix,EUA,39.6,29,Romance,4.6
210,2019-02-04,Netflix,EUA,78.5,48,Romance,4.0
210,2019-03-13,Netflix,EUA,42.8,26,Romance,3.7
210,2019-04-10,Netflix,EUA,64.6,37,Romance,4.5
210,2019-05-15,Netflix,EUA,87.1,49,Romance,4.4
210,2019-06-20,Netflix,EUA,63.1,41,Romance,4.2
210,2019-07-24,Netflix,EUA,63.6,36,Romance,4.5
210,2019-08-10,Netflix,EUA,61.6,35,Romance,4.0
210,2019-09-22,Netflix,EUA,67.5,39,Romance,3.8
210,2019-10-27,Netflix,EUA,49.3,31,Romance,3.4
210,2019-11-15,Netflix,EUA,51.5,38,Romance,4.0
210,2019-12-08,Netflix,EUA,55.9,39,Romance,3.9
211,2019-01-18,Apple TV+,EUA,29.7,17,Comédia,4.4
211,2019-02-14,Apple TV+,EUA,24.7,16,Comédia,3.4
211,2019-03-10,Apple TV+,EUA,29.6,17,Comédia,4.1
211,2019-04-28,Apple TV+,EUA,37.9,24,Comédia,3.9
211,2019-05-14,Apple TV+,EUA,18.5,11,Comédia,3.7
211,2019-06-07,Apple TV+,EUA,33.8,18,Comédia,3.7
211,2019-07-28,Apple TV+,EUA,21.9,15,Comédia,4.0
211,2019-08-03,Apple TV+,EUA,23.1,17,Comédia,4.6
211,2019-09-29,Apple TV+,EUA,31.6,18,Comédia,4.6
211,2019-10-27,Apple TV+,EUA,37.9,24,Comédia,4.6
211,2019-11-26,Apple TV+,EUA,31.1,22,Comédia,3.8
211,2019-12-16,Apple TV+,EUA,44.9,29,Comédia,3.7
212,2019-01-31,Netflix,Brasil,45.2,31,Comédia,3.5
212,2019-02-22,Netflix,Brasil,72.8,46,Comédia,4.1
212,2019-03-12,Netflix,Brasil,50.8,37,Comédia,3.5
212,2019-04-06,Netflix,Brasil,57.1,31,Comédia,4.4
212,2019-05-01,Netflix,Brasil,75.0,52,Comédia,4.1
212,2019-06-22,Netflix,Brasil,36.1,23,Comédia,4.2
212,2019-07-16,Netflix,Brasil,51.5,35,Comédia,4.3
212,2019-08-22,Netflix,Brasil,59.6,34,Comédia,4.6
212,2019-09-04,Netflix,Brasil,39.9,28,Comédia,3.2
212,2019-10-13,Netflix,Brasil,59.3,34,Comédia,4.2
212,2019-11-15,Netflix,Brasil,41.8,24,Comédia,3.0
212,2019-12-17,Netflix,Brasil,52.2,35,Comédia,3.8
213,2019-01-22,Netflix,Brasil,51.8,35,Drama,4.5
213,2019-02-22,Netflix,Brasil,70.0,41,Drama,3.7
213,2019-03-03,Netflix,Brasil,62.7,47,Drama,3.9
213,2019-04-04,Netflix,Brasil,34.8,23,Drama,3.9
213,2019-05-05,Netflix,Brasil,71.8,43,Drama,4.2
213,2019-06-13,Netflix,Brasil,62.8,48,Drama,4.3
213,2019-07-13,Netflix,Brasil,66.6,41,Drama,4.1
213,2019-08-23,Netflix,Brasil,45.8,31,Drama,3.4
213,2019-09-19,Netflix,Brasil,54.5,33,Drama,3.4
213,2019-10-04,Netflix,Brasil,52.2,31,Drama,3.9
213,2019-11-24,Netflix,Brasil,94.1,61,Drama,3.8
213,2019-12-30,Netflix,Brasil,62.2,35,Drama,4.5
214,2019-01-29,Netflix,Índia,31.9,21,Drama,3.9
214,2019-02-06,Netflix,Índia,98.9,60,Drama,5.0
214,2019-03-03,Netflix,Índia,70.1,41,Drama,3.7
214,2019-04-12,Netflix,Índia,56.9,31,Drama,4.9
214,2019-05-07,Netflix,Índia,46.6,27,Drama,3.9
214,2019-06-11,Netflix,Índia,70.3,50,Drama,3.8
214,2019-07-07,Netflix,Índia,47.4,33,Drama,3.9
214,2019-08-20,Netflix,Índia,71.3,41,Drama,4.5
214,2019-09-28,Netflix,Índia,55.9,32,Drama,4.5
214,2019-10-13,Netflix,Índia,24.1,14,Drama,4.6
214,2019-11-04,Netflix,Índia,69.7,46,Drama,3.9
214,2019-12-08,Netflix,Índia,45.6,26,Drama,3.7
215,2019-01-27,Disney+,Brasil,48.5,30,Documentário,4.1
215,2019-02-14,Disney+,Brasil,51.4,29,Documentário,4.6
215,2019-03-24,Disney+,Brasil,43.7,27,Documentário,4.4
215,2019-04-16,Disney+,Brasil,46.2,29,Documentário,3.4
215,2019-05-09,Disney+,Brasil,28.9,17,Documentário,3.5
215,2019-06-25,Disney+,Brasil,44.2,25,Documentário,3.6
215,2019-07-23,Disney+,Brasil,48.1,27,Documentário,4.3
215,2019-08-25,Disney+,Brasil,36.5,22,Documentário,3.8
215,2019-09-19,Disney+,Brasil,43.8,24,Documentário,4.4
215,2019-10-19,Disney+,Brasil,47.8,35,Documentário,4.4
215,2019-11-09,Disney+,Brasil,42.5,30,Documentário,3.8
215,2019-12-25,Disney+,Brasil,37.3,22,Documentário,4.0
216,2019-01-26,Prime Video,Índia,58.3,44,Drama,4.3
216,2019-02-26,Prime Video,Índia,34.2,19,Drama,3.6
216,2019-03-21,Prime Video,Índia,35.6,26,Drama,4.5
216,2019-04-13,Prime Video,Índia,61.9,36,Drama,4.6
216,2019-05-12,Prime Video,Índia,27.3,18,Drama,3.6
216,2019-06-16,Prime Video,Índia,52.3,31,Drama,4.0
216,2019-07-22,Prime Video,Índia,33.2,24,Drama,3.9
216,2019-08-20,Prime Video,Índia,62.7,37,Drama,4.1
216,2019-09-13,Prime Video,Índia,42.1,28,Drama,3.8
216,2019-10-16,Prime Video,Índia,45.9,31,Drama,4.3
216,2019-11-17,Prime Video,Índia,36.9,24,Drama,3.7
216,2019-12-09,Prime Video,Índia,32.2,19,Drama,3.8
217,2019-01-05,Prime Video,EUA,44.4,25,Ação,4.0
217,2019-02-25,Prime Video,EUA,43.9,27,Ação,4.5
217,2019-03-15,Prime Video,EUA,54.8,41,Ação,4.5
217,2019-04-04,Prime Video,EUA,41.3,26,Ação,4.5
217,2019-05-04,Prime Video,EUA,38.2,22,Ação,4.4
217,2019-06-09,Prime Video,EUA,24.3,16,Ação,3.4
217,2019-07-16,Prime Video,EUA,39.7,29,Ação,4.1
217,2019-08-16,Prime Video,EUA,54.6,33,Ação,3.5
217,2019-09-08,Prime Video,EUA,40.9,29,Ação,3.2
217,2019-10-21,Prime Video,EUA,45.2,30,Ação,3.7
217,2019-11-05,Prime Video,EUA,51.6,37,Ação,4.0
217,2019-12-01,Prime Video,EUA,63.3,39,Ação,4.0
218,2019-01-04,Netflix,Índia,26.7,18,Drama,3.7
218,2019-02-24,Netflix,Índia,81.1,58,Drama,3.7
218,2019-03-02,Netflix,Índia,66.1,46,Drama,4.7
218,2019-04-27,Netflix,Índia,68.3,52,Drama,4.2
218,2019-05-03,Netflix,Índia,56.4,34,Drama,3.5
218,2019-06-16,Netflix,Índia,73.0,49,Drama,4.4
218,2019-07-22,Netflix,Índia,53.8,37,Drama,4.5
218,2019-08-01,Netflix,Índia,59.0,32,Drama,4.4
218,2019-09-06,Netflix,Índia,83.9,64,Drama,4.4
218,2019-10-13,Netflix,Índia,85.9,50,Drama,4.3
218,2019-11-20,Netflix,Índia,55.9,37,Drama,3.6
218,2019-12-22,Netflix,Índia,58.0,34,Drama,3.7
219,2019-01-11,HBO Max,EUA,26.1,14,Ação,3.1
219,2019-02-05,HBO Max,EUA,36.2,21,Ação,3.7
219,2019-03-10,HBO Max,EUA,46.9,28,Ação,4.4
219,2019-04-20,HBO Max,EUA,35.8,21,Ação,3.6
219,2019-05-20,HBO Max,EUA,43.8,29,Ação,4.3
219,2019-06-04,HBO Max,EUA,59.5,36,Ação,4.0
219,2019-07-25,HBO Max,EUA,43.3,31,Ação,4.2
219,2019-08-03,HBO Max,EUA,23.4,13,Ação,3.4
219,2019-09-22,HBO Max,EUA,34.7,21,Ação,4.4
219,2019-10-25,HBO Max,EUA,27.1,20,Ação,4.1
219,2019-11-17,HBO Max,EUA,48.0,28,Ação,4.0
219,2019-12-25,HBO Max,EUA,26.2,16,Ação,3.7
220,2019-01-16,Disney+,Brasil,45.7,30,Ação,4.3
220,2019-02-26,Disney+,Brasil,29.1,17,Ação,3.5
220,2019-03-15,Disney+,Brasil,22.1,16,Ação,4.1
220,2019-04-07,Disney+,Brasil,44.2,32,Ação,3.4
220,2019-05-10,Disney+,Brasil,38.4,24,Ação,3.9
220,2019-06-22,Disney+,Brasil,69.8,47,Ação,4.3
220,2019-07-16,Disney+,Brasil,38.1,23,Ação,4.3
220,2019-08-16,Disney+,Brasil,29.7,18,Ação,3.9
220,2019-09-17,Disney+,Brasil,51.1,29,Ação,4.1
220,2019-10-09,Disney+,Brasil,59.4,42,Ação,4.6
220,2019-11-18,Disney+,Brasil,35.5,26,Ação,3.3
220,2019-12-11,Disney+,Brasil,17.0,11,Ação,4.2
221,2019-01-26,Prime Video,EUA,34.7,23,Ficção Científica,3.6
221,2019-02-28,Prime Video,EUA,51.4,37,Ficção Científica,3.6
221,2019-03-18,Prime Video,EUA,50.9,37,Ficção Científica,4.1
221,2019-04-18,Prime Video,EUA,39.5,27,Ficção Científica,3.6
221,2019-05-01,Prime Video,EUA,52.0,39,Ficção Científica,3.3
221,2019-06-25,Prime Video,EUA,31.2,19,Ficção Científica,3.6
221,2019-07-02,Prime Video,EUA,45.1,29,Ficção Científica,4.1
221,2019-08-14,Prime Video,EUA,57.4,42,Ficção Científica,3.8
221,2019-09-29,Prime Video,EUA,44.1,30,Ficção Científica,4.1
221,2019-10-30,Prime Video,EUA,37.1,24,Ficção Científica,4.4
221,2019-11-04,Prime Video,EUA,45.8,27,Ficção Científica,3.5
221,2019-12-13,Prime Video,EUA,47.0,33,Ficção Científica,3.9
222,2019-01-15,Netflix,Alemanha,62.8,36,Terror,3.9
222,2019-02-11,Netflix,Alemanha,87.8,57,Terror,5.0
222,2019-03-28,Netflix,Alemanha,41.7,26,Terror,4.1
222,2019-04-13,Netflix,Alemanha,49.3,32,Terror,4.3
222,2019-05-15,Netflix,Alemanha,38.4,25,Terror,4.0
222,2019-06-15,Netflix,Alemanha,69.4,48,Terror,4.4
222,2019-07-02,Netflix,Alemanha,49.7,37,Terror,4.1
222,2019-08-02,Netflix,Alemanha,37.5,27,Terror,4.0
222,2019-09-06,Netflix,Alemanha,59.8,35,Terror,4.8
222,2019-10-18,Netflix,Alemanha,78.5,54,Terror,4.6
222,2019-11-22,Netflix,Alemanha,69.6,49,Terror,3.6
222,2019-12-28,Netflix,Alemanha,61.5,43,Terror,4.7
223,2019-01-25,Disney+,Brasil,46.5,34,Drama,4.0
223,2019-02-10,Disney+,Brasil,34.5,21,Drama,3.0
223,2019-03-29,Disney+,Brasil,50.5,29,Drama,4.0
223,2019-04-23,Disney+,Brasil,39.8,29,Drama,4.0
223,2019-05-06,Disney+,Brasil,23.3,16,Drama,3.5
223,2019-06-16,Disney+,Brasil,24.5,14,Drama,3.7
223,2019-07-14,Disney+,Brasil,22.6,14,Drama,3.3
223,2019-08-05,Disney+,Brasil,26.4,15,Drama,3.8
223,2019-09-10,Disney+,Brasil,35.8,25,Drama,4.1
223,2019-10-23,Disney+,Brasil,31.7,24,Drama,4.0
223,2019-11-13,Disney+,Brasil,23.7,17,Drama,4.0
223,2019-12-16,Disney+,Brasil,40.1,29,Drama,4.4
224,2019-01-25,Prime Video,EUA,50.2,36,Documentário,4.1
224,2019-02-04,Prime Video,EUA,40.9,24,Documentário,4.6
224,2019-03-19,Prime Video,EUA,43.8,24,Documentário,3.4
224,2019-04-22,Prime Video,EUA,57.0,43,Documentário,3.5
224,2019-05-16,Prime Video,EUA,52.6,31,Documentário,4.7
224,2019-06-22,Prime Video,EUA,49.9,30,Documentário,3.7
224,2019-07-18,Prime Video,EUA,34.2,24,Documentário,4.1
224,2019-08-22,Prime Video,EUA,34.7,21,Documentário,4.1
224,2019-09-18,Prime Video,EUA,20.7,14,Documentário,3.6
224,2019-10-19,Prime Video,EUA,45.1,28,Documentário,4.2
224,2019-11-16,Prime Video,EUA,46.5,26,Documentário,4.1
224,2019-12-16,Prime Video,EUA,55.5,32,Documentário,3.8
225,2019-01-18,Apple TV+,EUA,18.8,11,Terror,3.1
225,2019-02-28,Apple TV+,EUA,27.4,20,Terror,3.6
225,2019-03-06,Apple TV+,EUA,22.7,14,Terror,3.9
225,2019-04-17,Apple TV+,EUA,21.5,14,Terror,3.5
225,2019-05-02,Apple TV+,EUA,23.3,14,Terror,4.3
225,2019-06-13,Apple TV+,EUA,29.8,18,Terror,3.3
225,2019-07-09,Apple TV+,EUA,20.1,15,Terror,3.4
225,2019-08-16,Apple TV+,EUA,31.9,21,Terror,3.4
225,2019-09-19,Apple TV+,EUA,16.3,10,Terror,3.5
225,2019-10-13,Apple TV+,EUA,37.9,22,Terror,3.4
225,2019-11-20,Apple TV+,EUA,8.9,5,Terror,3.8
225,2019-12-22,Apple TV+,EUA,29.0,17,Terror,3.7
226,2019-01-12,Disney+,Alemanha,46.4,29,Ficção Científica,4.0
226,2019-02-25,Disney+,Alemanha,32.1,20,Ficção Científica,3.7
226,2019-03-10,Disney+,Alemanha,21.2,13,Ficção Científica,4.3
226,2019-04-11,Disney+,Alemanha,34.1,22,Ficção Científica,4.4
226,2019-05-02,Disney+,Alemanha,49.2,29,Ficção Científica,4.1
226,2019-06-01,Disney+,Alemanha,42.8,28,Ficção Científica,4.0
226,2019-07-19,Disney+,Alemanha,50.2,28,Ficção Científica,4.1
226,2019-08-02,Disney+,Alemanha,32.1,19,Ficção Científica,4.1
226,2019-09-05,Disney+,Alemanha,45.1,28,Ficção Científica,3.6
226,2019-10-27,Disney+,Alemanha,43.3,32,Ficção Científica,4.5
226,2019-11-12,Disney+,Alemanha,29.8,20,Ficção Científica,4.4
226,2019-12-12,Disney+,Alemanha,40.1,24,Ficção Científica,3.9
227,2019-01-26,Netflix,Brasil,83.3,49,Terror,4.4
227,2019-02-24,Netflix,Brasil,87.4,51,Terror,4.2
227,2019-03-19,Netflix,Brasil,48.7,27,Terror,3.1
227,2019-04-01,Netflix,Brasil,59.1,38,Terror,4.0
227,2019-05-25,Netflix,Brasil,45.1,26,Terror,3.6
227,2019-06-29,Netflix,Brasil,73.5,42,Terror,3.7
227,2019-07-21,Netflix,Brasil,69.5,51,Terror,4.5
227,2019-08-11,Netflix,Brasil,56.5,42,Terror,3.9
227,2019-09-13,Netflix,Brasil,22.5,14,Terror,3.7
227,2019-10-04,Netflix,Brasil,58.0,39,Terror,3.3
227,2019-11-14,Netflix,Brasil,68.2,41,Terror,3.7
227,2019-12-12,Netflix,Brasil,61.1,36,Terror,4.1
228,2019-01-12,Netflix,Brasil,54.6,40,Ação,4.1
228,2019-02-14,Netflix,Brasil,51.4,34,Ação,4.3
228,2019-03-12,Netflix,Brasil,54.9,32,Ação,3.9
228,2019-04-02,Netflix,Brasil,54.7,39,Ação,3.4
228,2019-05-22,Netflix,Brasil,77.5,52,Ação,4.6
228,2019-06-08,Netflix,Brasil,49.7,30,Ação,4.3
228,2019-07-08,Netflix,Brasil,55.9,39,Ação,4.0
228,2019-08-08,Netflix,Brasil,46.3,26,Ação,3.3
228,2019-09-21,Netflix,Brasil,63.0,35,Ação,4.2
228,2019-10-10,Netflix,Brasil,71.6,47,Ação,4.5
228,2019-11-19,Netflix,Brasil,71.4,47,Ação,4.2
228,2019-12-03,Netflix,Brasil,79.3,59,Ação,4.4
229,2019-01-30,Netflix,EUA,39.4,22,Drama,4.2
229,2019-02-23,Netflix,EUA,49.1,30,Drama,3.5
229,2019-03-03,Netflix,EUA,57.3,40,Drama,3.6
229,2019-04-28,Netflix,EUA,79.6,45,Drama,3.7
229,2019-05-10,Netflix,EUA,63.5,43,Drama,4.2
229,2019-06-04,Netflix,EUA,57.2,35,Drama,4.4
229,2019-07-11,Netflix,EUA,34.1,21,Drama,3.1
229,2019-08-06,Netflix,EUA,77.6,47,Drama,4.0
229,2019-09-01,Netflix,EUA,44.2,24,Drama,4.2
229,2019-10-18,Netflix,EUA,43.7,26,Drama,4.2
229,2019-11-11,Netflix,EUA,98.8,70,Drama,5.0
229,2019-12-02,Netflix,EUA,67.0,46,Drama,4.1
230,2019-01-15,Netflix,Brasil,76.0,53,Romance,3.8
230,2019-02-22,Netflix,Brasil,27.6,15,Romance,4.2
230,2019-03-28,Netflix,Brasil,89.1,50,Romance,3.8
230,2019-04-14,Netflix,Brasil,54.1,33,Romance,4.5
230,2019-05-19,Netflix,Brasil,40.1,29,Romance,3.2
230,2019-06-17,Netflix,Brasil,81.5,58,Romance,5.0
230,2019-07-29,Netflix,Brasil,66.8,40,Romance,4.2
230,2019-08-14,Netflix,Brasil,72.8,45,Romance,4.2
230,2019-09-09,Netflix,Brasil,62.1,44,Romance,3.7
230,2019-10-01,Netflix,Brasil,46.2,30,Romance,3.2
230,2019-11-23,Netflix,Brasil,73.6,45,Romance,4.0
230,2019-12-16,Netflix,Brasil,81.4,60,Romance,3.7
231,2019-01-19,Disney+,EUA,53.3,34,Terror,3.8
231,2019-02-01,Disney+,EUA,41.9,23,Terror,4.3
231,2019-03-11,Disney+,EUA,39.6,25,Terror,4.0
231,2019-04-13,Disney+,EUA,34.3,19,Terror,4.1
231,2019-05-19,Disney+,EUA,58.9,43,Terror,4.3
231,2019-06-13,Disney+,EUA,30.9,18,Terror,4.2
231,2019-07-11,Disney+,EUA,18.6,10,Terror,3.7
231,2019-08-19,Disney+,EUA,56.9,35,Terror,3.6
231,2019-09-04,Disney+,EUA,38.7,26,Terror,3.9
231,2019-10-26,Disney+,EUA,38.1,21,Terror,4.2
231,2019-11-16,Disney+,EUA,52.1,34,Terror,4.3
231,2019-12-04,Disney+,EUA,41.2,25,Terror,4.3
232,2019-01-23,HBO Max,Alemanha,38.7,22,Terror,3.6
232,2019-02-22,HBO Max,Alemanha,43.4,33,Terror,3.6
232,2019-03-07,HBO Max,Alemanha,23.2,14,Terror,3.6
232,2019-04-11,HBO Max,Alemanha,34.7,24,Terror,3.6
232,2019-05-16,HBO Max,Alemanha,29.3,22,Terror,3.8
232,2019-06-17,HBO Max,Alemanha,35.4,22,Terror,3.8
232,2019-07-26,HBO Max,Alemanha,45.2,25,Terror,3.5
232,2019-08-25,HBO Max,Alemanha,46.8,28,Terror,3.8
232,2019-09-22,HBO Max,Alemanha,33.5,21,Terror,3.7
232,2019-10-11,HBO Max,Alemanha,21.2,11,Terror,4.1
232,2019-11-06,HBO Max,Alemanha,19.7,14,Terror,4.3
232,2019-12-20,HBO Max,Alemanha,34.2,22,Terror,3.3
233,2019-01-10,Disney+,Índia,49.2,35,Drama,4.4
233,2019-02-12,Disney+,Índia,36.4,24,Drama,3.9
233,2019-03-14,Disney+,Índia,33.6,19,Drama,4.4
233,2019-04-07,Disney+,Índia,40.8,29,Drama,4.0
233,2019-05-16,Disney+,Índia,54.3,33,Drama,4.2
233,2019-06-21,Disney+,Índia,47.5,27,Drama,4.2
233,2019-07-28,Disney+,Índia,47.4,29,Drama,3.8
233,2019-08-26,Disney+,Índia,41.2,23,Drama,4.2
233,2019-09-03,Disney+,Índia,33.4,23,Drama,3.2
233,2019-10-27,Disney+,Índia,31.6,22,Drama,5.0
233,2019-11-28,Disney+,Índia,30.8,23,Drama,3.9
233,2019-12-18,Disney+,Índia,23.6,16,Drama,3.0
234,2019-01-07,Prime Video,Reino Unido,36.8,26,Ficção Científica,3.4
234,2019-02-10,Prime Video,Reino Unido,53.3,37,Ficção Científica,4.0
234,2019-03-09,Prime Video,Reino Unido,36.7,24,Ficção Científica,4.0
234,2019-04-02,Prime Video,Reino Unido,49.4,32,Ficção Científica,3.9
234,2019-05-10,Prime Video,Reino Unido,53.7,39,Ficção Científica,4.7
234,2019-06-19,Prime Video,Reino Unido,43.2,32,Ficção Científica,4.1
234,2019-07-13,Prime Video,Reino Unido,34.7,25,Ficção Científica,3.3
234,2019-08-26,Prime Video,Reino Unido,29.7,18,Ficção Científica,4.3
234,2019-09-08,Prime Video,Reino Unido,49.9,30,Ficção Científica,3.6
234,2019-10-20,Prime Video,Reino Unido,40.4,29,Ficção Científica,3.7
234,2019-11-24,Prime Video,Reino Unido,36.9,23,Ficção Científica,4.6
234,2019-12-31,Prime Video,Reino Unido,40.5,30,Ficção Científica,3.5
235,2019-01-03,HBO Max,Brasil,40.9,24,Ação,3.6
235,2019-02-23,HBO Max,Brasil,43.5,24,Ação,4.7
235,2019-03-28,HBO Max,Brasil,0.0,0,Ação,3.7
235,2019-04-19,HBO Max,Brasil,36.7,25,Ação,3.5
235,2019-05-04,HBO Max,Brasil,13.3,7,Ação,3.7
235,2019-06-19,HBO Max,Brasil,23.2,14,Ação,4.0
235,2019-07-11,HBO Max,Brasil,50.5,35,Ação,4.4
235,2019-08-09,HBO Max,Brasil,31.2,22,Ação,4.3
235,2019-09-03,HBO Max,Brasil,51.7,28,Ação,4.1
235,2019-10-19,HBO Max,Brasil,31.4,21,Ação,3.5
235,2019-11-26,HBO Max,Brasil,53.8,36,Ação,4.2
235,2019-12-17,HBO Max,Brasil,9.5,6,Ação,3.3
236,2019-01-16,Netflix,Alemanha,57.7,33,Drama,5.0
236,2019-02-14,Netflix,Alemanha,58.9,41,Drama,4.5
236,2019-03-07,Netflix,Alemanha,79.7,59,Drama,4.6
236,2019-04-12,Netflix,Alemanha,56.2,40,Drama,3.6
236,2019-05-26,Netflix,Alemanha,63.7,42,Drama,4.6
236,2019-06-03,Netflix,Alemanha,62.2,45,Drama,3.8
236,2019-07-21,Netflix,Alemanha,71.8,45,Drama,4.5
236,2019-08-27,Netflix,Alemanha,66.0,45,Drama,4.0
236,2019-09-10,Netflix,Alemanha,57.6,32,Drama,3.5
236,2019-10-17,Netflix,Alemanha,68.4,51,Drama,4.1
236,2019-11-26,Netflix,Alemanha,63.7,45,Drama,3.9
236,2019-12-10,Netflix,Alemanha,47.9,32,Drama,3.8
237,2019-01-14,Netflix,Brasil,74.6,45,Terror,3.9
237,2019-02-22,Netflix,Brasil,76.4,43,Terror,4.7
237,2019-03-18,Netflix,Brasil,44.3,26,Terror,3.5
237,2019-04-11,Netflix,Brasil,62.9,40,Terror,4.1
237,2019-05-07,Netflix,Brasil,75.0,51,Terror,4.0
237,2019-06-14,Netflix,Brasil,48.6,33,Terror,4.1
237,2019-07-13,Netflix,Brasil,77.8,55,Terror,4.3
237,2019-08-09,Netflix,Brasil,75.4,57,Terror,4.3
237,2019-09-20,Netflix,Brasil,70.1,40,Terror,3.8
237,2019-10-17,Netflix,Brasil,68.6,50,Terror,4.4
237,2019-11-15,Netflix,Brasil,62.8,34,Terror,4.1
237,2019-12-22,Netflix,Brasil,83.5,47,Terror,4.6
238,2019-01-25,Disney+,Índia,26.8,16,Drama,3.7
238,2019-02-18,Disney+,Índia,35.9,26,Drama,4.4
238,2019-03-06,Disney+,Índia,36.3,20,Drama,3.9
238,2019-04-29,Disney+,Índia,55.1,35,Drama,4.0
238,2019-05-01,Disney+,Índia,42.9,23,Drama,3.6
238,2019-06-21,Disney+,Índia,33.3,22,Drama,3.3
238,2019-07-23,Disney+,Índia,40.1,26,Drama,4.3
238,2019-08-17,Disney+,Índia,43.2,24,Drama,4.7
238,2019-09-28,Disney+,Índia,21.6,12,Drama,3.7
238,2019-10-06,Disney+,Índia,44.2,31,Drama,3.9
238,2019-11-19,Disney+,Índia,39.7,29,Drama,3.4
238,2019-12-16,Disney+,Índia,39.9,28,Drama,3.7
239,2019-01-07,Prime Video,Brasil,20.8,15,Ação,3.5
239,2019-02-22,Prime Video,Brasil,61.7,37,Ação,4.4
239,2019-03-31,Prime Video,Brasil,34.8,22,Ação,3.7
239,2019-04-27,Prime Video,Brasil,44.2,31,Ação,4.3
239,2019-05-24,Prime Video,Brasil,36.5,25,Ação,4.3
239,2019-06-15,Prime Video,Brasil,63.1,42,Ação,4.2
239,2019-07-09,Prime Video,Brasil,45.5,26,Ação,4.3
239,2019-08-30,Prime Video,Brasil,51.6,29,Ação,4.0
239,2019-09-21,Prime Video,Brasil,25.0,15,Ação,3.7
239,2019-10-18,Prime Video,Brasil,44.8,26,Ação,4.8
239,2019-11-26,Prime Video,Brasil,39.6,24,Ação,3.5
239,2019-12-20,Prime Video,Brasil,41.3,23,Ação,3.3
240,2019-01-28,Prime Video,EUA,50.1,30,Comédia,4.1
240,2019-02-25,Prime Video,EUA,51.4,37,Comédia,4.6
240,2019-03-30,Prime Video,EUA,28.3,15,Comédia,3.8
240,2019-04-14,Prime Video,EUA,36.2,22,Comédia,3.6
240,2019-05-30,Prime Video,EUA,40.8,29,Comédia,3.9
240,2019-06-19,Prime Video,EUA,44.3,32,Comédia,4.5
240,2019-07-24,Prime Video,EUA,28.5,20,Comédia,3.7
240,2019-08-21,Prime Video,EUA,43.8,33,Comédia,4.1
240,2019-09-02,Prime Video,EUA,39.4,22,Comédia,3.3
240,2019-10-17,Prime Video,EUA,54.2,34,Comédia,3.3
240,2019-11-07,Prime Video,EUA,61.9,40,Comédia,3.6
240,2019-12-12,Prime Video,EUA,44.1,27,Comédia,3.5
241,2019-01-15,Netflix,Índia,49.3,29,Documentário,4.7
